event_id,draw_date,stream,prior_draw_date,prior_result_used_as_seed,seed,base4,seed_core,actual_core,last1_aabc_core,last2_aabc_core,last3_aabc_core,target_core,config,evidence_score,rule_count,max_precision,max_lift,total_support,total_target_hits,final_stream_core_score,has_rule_evidence,matrix_rank_in_stream,daily_opportunity_rank,stream_core_rank_by_deep_score,HISTORY_THROUGH,PLAY_DATE,core_score,full_core_rank,daily_opportunity_rank_num,is_watched8_core,watched8_rank,prior_seed_core,last1_norm,prior_seed_core_for_transition,global_prevcore_to_core_count,stream_prevcore_to_core_count,stream_core_hit_count,lane_top4_normal,lane_watched8_transition,lane_watched8_buried,lane_stream_affinity,trap_keep,trap_lane,trap_lane_weight,trap_priority_score,candidate_member,member_source,member_soft_score,member_soft_reason,existing_final_member_score,existing_member_rank_within_core,existing_daily_member_matrix_rank,existing_played_flag,existing_final_play_rank,existing_final_member_score_num,lane_member_depth,member_trap_score,member_trap_rank_within_core,member_depth_keep
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,457,ALL_BALANCED,8.662924614021403,3.0,0.8,1.5759,44.0,32.0,8.662924614021403,True,51,3090,51,2026-06-17,2026-06-18,8.662924614021403,51,3090,True,4,479,479,479,1,0,10,True,False,False,True,True,STREAM_AFFINITY,4,507.48202361490746,4457,existing_member_matrix,0.49,seed-sum last digit in member; digit overlap 2,10.60625,1,738,False,,10.60625,1,514.9529611149075,1,True
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,457,ALL_BALANCED,8.662924614021403,3.0,0.8,1.5759,44.0,32.0,8.662924614021403,True,51,3090,51,2026-06-17,2026-06-18,8.662924614021403,51,3090,True,4,479,479,479,1,0,10,True,False,False,True,True,STREAM_AFFINITY,4,507.48202361490746,4557,existing_member_matrix,0.49,seed-sum last digit in member; digit overlap 2,10.60625,2,739,False,,10.60625,1,514.9529611149075,2,False
2,2026-06-18,Arkansas | Cash 4 Evening,2026-06-17,4797,4797,,479,,479,368,346,457,ALL_BALANCED,8.662924614021403,3.0,0.8,1.5759,44.0,32.0,8.662924614021403,True,51,3090,51,2026-06-17,2026-06-18,8.662924614021403,51,3090,True,4,479,479,479,1,0,10,True,False,False,True,True,STREAM_AFFINITY,4,507.48202361490746,4577,existing_member_matrix,0.49,seed-sum last digit in member; digit overlap 2,10.60625,3,740,False,,10.60625,1,514.9529611149075,3,False
3,2026-06-18,Arkansas | Cash 4 Midday,2026-06-17,8247,8247,,,,127,148,017,067,ALL_BALANCED,9.481567029112092,3.0,0.8,1.5857,45.0,34.0,9.481567029112092,True,31,2726,31,2026-06-17,2026-06-18,9.481567029112092,31,2726,True,2,,127,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,503.7685484601892,0677,existing_member_matrix,0.52,sum delta <=1; mirror seed-sum last digit in member; digit overlap 1,29.65625,3,436,False,,29.65625,1,514.4569859601892,1,True
3,2026-06-18,Arkansas | Cash 4 Midday,2026-06-17,8247,8247,,,,127,148,017,067,ALL_BALANCED,9.481567029112092,3.0,0.8,1.5857,45.0,34.0,9.481567029112092,True,31,2726,31,2026-06-17,2026-06-18,9.481567029112092,31,2726,True,2,,127,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,503.7685484601892,0667,existing_member_matrix,0.45,sum delta <=2; mirror seed-sum last digit in member; digit overlap 1,30.10625,2,339,False,,30.10625,1,513.6844859601891,2,False
3,2026-06-18,Arkansas | Cash 4 Midday,2026-06-17,8247,8247,,,,127,148,017,067,ALL_BALANCED,9.481567029112092,3.0,0.8,1.5857,45.0,34.0,9.481567029112092,True,31,2726,31,2026-06-17,2026-06-18,9.481567029112092,31,2726,True,2,,127,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,503.7685484601892,0067,existing_member_matrix,0.27,mirror seed-sum last digit in member; digit overlap 1,30.58125,1,273,False,,30.58125,1,511.59573596018924,3,False
3,2026-06-18,Arkansas | Cash 4 Midday,2026-06-17,8247,8247,,,,127,148,017,457,ALL_BALANCED,3.3068947198399345,1.0,0.7857,1.5542,14.0,11.0,3.3068947198399345,True,62,5535,62,2026-06-17,2026-06-18,3.3068947198399345,62,5535,True,3,,127,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,500.05741315194393,4557,existing_member_matrix,0.79,same digital root; sum delta <=1; digit overlap 2,19.349999999999998,2,696,False,,19.349999999999998,1,512.439913151944,1,True
3,2026-06-18,Arkansas | Cash 4 Midday,2026-06-17,8247,8247,,,,127,148,017,457,ALL_BALANCED,3.3068947198399345,1.0,0.7857,1.5542,14.0,11.0,3.3068947198399345,True,62,5535,62,2026-06-17,2026-06-18,3.3068947198399345,62,5535,True,3,,127,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,500.05741315194393,4457,existing_member_matrix,0.39,sum delta <=1; digit overlap 2,19.3,3,701,False,,19.3,1,507.6324131519439,2,False
3,2026-06-18,Arkansas | Cash 4 Midday,2026-06-17,8247,8247,,,,127,148,017,457,ALL_BALANCED,3.3068947198399345,1.0,0.7857,1.5542,14.0,11.0,3.3068947198399345,True,62,5535,62,2026-06-17,2026-06-18,3.3068947198399345,62,5535,True,3,,127,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,500.05741315194393,4577,existing_member_matrix,0.32,sum delta <=2; digit overlap 2,19.75,1,668,False,,19.75,1,506.8599131519439,3,False
3,2026-06-18,Arkansas | Cash 4 Midday,2026-06-17,8247,8247,,,,127,148,017,567,ALL_BALANCED,2.6087980073251376,1.0,0.7273,1.4435,11.0,8.0,2.6087980073251376,True,68,6658,68,2026-06-17,2026-06-18,2.6087980073251376,68,6658,True,4,,127,,0,0,4,True,False,False,True,True,STREAM_AFFINITY,4,499.5130793025638,5567,existing_member_matrix,0.45,sum delta <=2; mirror seed-sum last digit in member; digit overlap 1,9.6,3,912,False,,9.6,1,506.3530793025638,1,True
